;win;ace;age;tourney_id;nb_set;ht;name;surface;tourney_level;classe;minutes;cluster;advers
21712;0.0;4.0;27.4414784394;2007-319;3.0;183.0;Juan Carlos Ferrero;Clay;A;True;128.0;19.0;Andreas Seppi
21717;0.0;2.0;27.0581793292;2007-404;2.0;183.0;Juan Carlos Ferrero;Hard;M;True;62.0;3.0;Rafael Nadal
21720;0.0;0.0;27.230663928800002;2007-416;3.0;183.0;Juan Carlos Ferrero;Clay;M;True;120.0;19.0;Potito Starace
21739;1.0;9.0;28.687200547600003;2008-375;2.0;183.0;Juan Carlos Ferrero;Carpet;A;False;58.0;3.0;Paul Henri Mathieu
21740;1.0;9.0;28.687200547600003;2008-375;2.0;183.0;Juan Carlos Ferrero;Carpet;A;False;58.0;3.0;Paul Henri Mathieu
21750;1.0;8.0;27.920602327199997;2008-580;3.0;183.0;Juan Carlos Ferrero;Hard;G;True;123.0;14.0;Nicolas Kiefer
21754;1.0;2.0;28.6105407255;2008-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;80.0;19.0;Fernando Verdasco
21755;1.0;2.0;28.6105407255;2008-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;80.0;19.0;Fernando Verdasco
21756;1.0;2.0;28.6105407255;2008-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;80.0;19.0;Fernando Verdasco
21760;0.0;1.0;28.1122518823;2008-403;2.0;183.0;Juan Carlos Ferrero;Hard;M;True;65.0;1.0;Tomas Berdych
21761;0.0;1.0;28.1122518823;2008-403;2.0;183.0;Juan Carlos Ferrero;Hard;M;True;65.0;1.0;Tomas Berdych
21762;0.0;1.0;28.1122518823;2008-403;2.0;183.0;Juan Carlos Ferrero;Hard;M;True;65.0;1.0;Tomas Berdych
21792;1.0;2.0;29.453798768000002;2009-439;3.0;183.0;Juan Carlos Ferrero;Clay;A;True;158.0;19.0;Andreas Seppi
21793;1.0;2.0;29.453798768000002;2009-439;3.0;183.0;Juan Carlos Ferrero;Clay;A;True;158.0;19.0;Andreas Seppi
21808;0.0;2.0;29.242984257399996;2009-1536;2.0;183.0;Juan Carlos Ferrero;Clay;M;False;96.0;19.0;Fernando Verdasco
21827;0.0;5.0;29.6454483231;2009-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;90.0;19.0;Fernando Verdasco
21828;0.0;5.0;29.6454483231;2009-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;90.0;19.0;Fernando Verdasco
21829;0.0;5.0;29.6454483231;2009-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;90.0;19.0;Fernando Verdasco
21830;0.0;5.0;29.6454483231;2009-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;90.0;19.0;Fernando Verdasco
21831;0.0;5.0;29.6454483231;2009-747;2.0;183.0;Juan Carlos Ferrero;Hard;A;False;90.0;19.0;Fernando Verdasco
21838;1.0;0.0;30.009582477800002;2010-506;2.0;183.0;Juan Carlos Ferrero;Clay;A;True;76.0;0.0;Marcos Daniel
21861;1.0;1.0;30.4503764545;2010-439;2.0;183.0;Juan Carlos Ferrero;Clay;A;True;80.0;16.0;Andreas Seppi
21862;1.0;1.0;30.4503764545;2010-439;2.0;183.0;Juan Carlos Ferrero;Clay;A;True;80.0;16.0;Andreas Seppi
21930;0.0;4.0;25.180013689299997;2010-605;2.0;196.0;Tomas Berdych;Hard;F;False;115.0;3.0;Rafael Nadal
21953;1.0;13.0;23.7618069815;2009-540;3.0;196.0;Tomas Berdych;Grass;G;True;108.0;17.0;Nikolay Davydenko
21966;0.0;21.0;24.681724845999998;2010-520;5.0;196.0;Tomas Berdych;Clay;G;True;207.0;10.0;Robin Soderling
21967;0.0;21.0;24.681724845999998;2010-520;5.0;196.0;Tomas Berdych;Clay;G;True;207.0;10.0;Robin Soderling
21977;1.0;14.0;22.8993839836;2008-96;2.0;196.0;Tomas Berdych;Hard;A;True;98.0;7.0;Andreas Seppi
21978;1.0;14.0;22.8993839836;2008-96;2.0;196.0;Tomas Berdych;Hard;A;True;98.0;7.0;Andreas Seppi
21987;0.0;2.0;21.9028062971;2007-422;2.0;196.0;Tomas Berdych;Hard;M;True;70.0;6.0;Nikolay Davydenko
21988;0.0;2.0;21.9028062971;2007-422;2.0;196.0;Tomas Berdych;Hard;M;True;70.0;6.0;Nikolay Davydenko
22032;1.0;11.0;19.4113620808;2005-407;2.0;196.0;Tomas Berdych;Hard;A;False;69.0;10.0;Robin Soderling
22048;0.0;1.0;19.794661191;2005-316;3.0;196.0;Tomas Berdych;Clay;A;False;120.0;5.0;Rafael Nadal
22061;0.0;2.0;19.8904859685;2005-421;3.0;196.0;Tomas Berdych;Hard;M;False;128.0;6.0;Nikolay Davydenko
22090;1.0;10.0;20.4654346338;2006-404;2.0;196.0;Tomas Berdych;Hard;M;True;98.0;5.0;Lleyton Hewitt
22091;1.0;10.0;20.4654346338;2006-404;2.0;196.0;Tomas Berdych;Hard;M;True;98.0;5.0;Lleyton Hewitt
22097;1.0;3.0;20.887063655;2006-421;3.0;196.0;Tomas Berdych;Hard;M;True;109.0;5.0;Rafael Nadal
22098;1.0;3.0;20.887063655;2006-421;3.0;196.0;Tomas Berdych;Hard;M;True;109.0;5.0;Rafael Nadal
22099;1.0;3.0;20.887063655;2006-421;3.0;196.0;Tomas Berdych;Hard;M;True;109.0;5.0;Rafael Nadal
22100;1.0;3.0;20.887063655;2006-421;3.0;196.0;Tomas Berdych;Hard;M;True;109.0;5.0;Rafael Nadal
22101;1.0;3.0;20.887063655;2006-421;3.0;196.0;Tomas Berdych;Hard;M;True;109.0;5.0;Rafael Nadal
22178;1.0;10.0;21.941136208099998;2007-560;3.0;196.0;Tomas Berdych;Hard;G;True;137.0;7.0;Fernando Verdasco
22179;1.0;10.0;21.941136208099998;2007-560;3.0;196.0;Tomas Berdych;Hard;G;True;137.0;7.0;Fernando Verdasco
22180;1.0;10.0;21.941136208099998;2007-560;3.0;196.0;Tomas Berdych;Hard;G;True;137.0;7.0;Fernando Verdasco
22181;1.0;10.0;21.941136208099998;2007-560;3.0;196.0;Tomas Berdych;Hard;G;True;137.0;7.0;Fernando Verdasco
22198;0.0;1.0;21.5770020534;2007-410;2.0;196.0;Tomas Berdych;Clay;M;True;83.0;5.0;Rafael Nadal
22199;0.0;1.0;21.5770020534;2007-410;2.0;196.0;Tomas Berdych;Clay;M;True;83.0;5.0;Rafael Nadal
22200;0.0;1.0;21.5770020534;2007-410;2.0;196.0;Tomas Berdych;Clay;M;True;83.0;5.0;Rafael Nadal
22201;0.0;1.0;21.5770020534;2007-410;2.0;196.0;Tomas Berdych;Clay;M;True;83.0;5.0;Rafael Nadal
22202;0.0;1.0;21.5770020534;2007-410;2.0;196.0;Tomas Berdych;Clay;M;True;83.0;5.0;Rafael Nadal
22208;0.0;11.0;21.7686516085;2007-540;3.0;196.0;Tomas Berdych;Grass;G;True;127.0;5.0;Rafael Nadal
22209;0.0;11.0;21.7686516085;2007-540;3.0;196.0;Tomas Berdych;Grass;G;True;127.0;5.0;Rafael Nadal
22210;0.0;11.0;21.7686516085;2007-540;3.0;196.0;Tomas Berdych;Grass;G;True;127.0;5.0;Rafael Nadal
22211;0.0;11.0;21.7686516085;2007-540;3.0;196.0;Tomas Berdych;Grass;G;True;127.0;5.0;Rafael Nadal
22212;0.0;11.0;21.7686516085;2007-540;3.0;196.0;Tomas Berdych;Grass;G;True;127.0;5.0;Rafael Nadal
22217;1.0;10.0;23.014373716599998;2008-1720;2.0;196.0;Tomas Berdych;Hard;A;True;83.0;5.0;Simone Bolelli
22218;1.0;10.0;23.014373716599998;2008-1720;2.0;196.0;Tomas Berdych;Hard;A;True;83.0;5.0;Simone Bolelli
22224;1.0;5.0;23.0335386721;2008-329;2.0;196.0;Tomas Berdych;Hard;A;True;61.0;5.0;Fernando Gonzalez
22225;1.0;5.0;23.0335386721;2008-329;2.0;196.0;Tomas Berdych;Hard;A;True;61.0;5.0;Fernando Gonzalez
22242;1.0;13.0;22.765229295;2008-540;4.0;196.0;Tomas Berdych;Grass;G;True;135.0;4.0;Victor Hanescu
22243;1.0;13.0;22.765229295;2008-540;4.0;196.0;Tomas Berdych;Grass;G;True;135.0;4.0;Victor Hanescu
22255;0.0;0.0;23.110198494200002;2008-352;2.0;196.0;Tomas Berdych;Hard;M;False;64.0;6.0;Nikolay Davydenko
22256;0.0;0.0;23.110198494200002;2008-352;2.0;196.0;Tomas Berdych;Hard;M;False;64.0;6.0;Nikolay Davydenko
22257;0.0;0.0;23.110198494200002;2008-352;2.0;196.0;Tomas Berdych;Hard;M;False;64.0;6.0;Nikolay Davydenko
22258;0.0;0.0;23.110198494200002;2008-352;2.0;196.0;Tomas Berdych;Hard;M;False;64.0;6.0;Nikolay Davydenko
22264;0.0;19.0;22.8610540726;2008-422;3.0;196.0;Tomas Berdych;Hard;M;False;141.0;7.0;Andreas Seppi
22266;0.0;8.0;22.726899384;2008-500;2.0;196.0;Tomas Berdych;Grass;A;True;64.0;10.0;Robin Soderling
22267;0.0;8.0;22.726899384;2008-500;2.0;196.0;Tomas Berdych;Grass;A;True;64.0;10.0;Robin Soderling
22269;0.0;4.0;22.765229295;2008-540;3.0;196.0;Tomas Berdych;Grass;G;True;100.0;7.0;Fernando Verdasco
22270;0.0;4.0;22.765229295;2008-540;3.0;196.0;Tomas Berdych;Grass;G;True;100.0;7.0;Fernando Verdasco
22273;0.0;7.0;22.6694045175;2008-615;3.0;196.0;Tomas Berdych;Clay;A;False;145.0;10.0;Robin Soderling
22274;0.0;7.0;22.6694045175;2008-615;3.0;196.0;Tomas Berdych;Clay;A;False;145.0;10.0;Robin Soderling
22275;0.0;7.0;22.6694045175;2008-615;3.0;196.0;Tomas Berdych;Clay;A;False;145.0;10.0;Robin Soderling
22276;0.0;7.0;22.6694045175;2008-615;3.0;196.0;Tomas Berdych;Clay;A;False;145.0;10.0;Robin Soderling
22289;1.0;8.0;23.8767967146;2009-418;2.0;196.0;Tomas Berdych;Hard;A;True;95.0;10.0;Ernests Gulbis
22290;1.0;8.0;23.8767967146;2009-418;2.0;196.0;Tomas Berdych;Hard;A;True;95.0;10.0;Ernests Gulbis
22291;1.0;8.0;23.8767967146;2009-418;2.0;196.0;Tomas Berdych;Hard;A;True;95.0;10.0;Ernests Gulbis
22300;1.0;15.0;23.7618069815;2009-540;3.0;196.0;Tomas Berdych;Grass;G;True;117.0;5.0;Paul Henri Mathieu
22303;1.0;8.0;24.125941136199998;2009-573;2.0;196.0;Tomas Berdych;Hard;A;False;80.0;5.0;Paul Henri Mathieu
22309;0.0;5.0;23.819301848000002;2009-321;2.0;196.0;Tomas Berdych;Clay;A;True;78.0;14.0;Nicolas Kiefer
22310;0.0;5.0;23.819301848000002;2009-321;2.0;196.0;Tomas Berdych;Clay;A;True;78.0;14.0;Nicolas Kiefer
22311;0.0;5.0;23.819301848000002;2009-321;2.0;196.0;Tomas Berdych;Clay;A;True;78.0;14.0;Nicolas Kiefer
22329;0.0;4.0;23.953456536599997;2009-560;3.0;196.0;Tomas Berdych;Hard;G;True;132.0;14.0;Fernando Gonzalez
22330;0.0;4.0;23.953456536599997;2009-560;3.0;196.0;Tomas Berdych;Hard;G;True;132.0;14.0;Fernando Gonzalez
22331;0.0;4.0;23.953456536599997;2009-560;3.0;196.0;Tomas Berdych;Hard;G;True;132.0;14.0;Fernando Gonzalez
22332;0.0;4.0;23.953456536599997;2009-560;3.0;196.0;Tomas Berdych;Hard;G;True;132.0;14.0;Fernando Gonzalez
22333;0.0;4.0;23.953456536599997;2009-560;3.0;196.0;Tomas Berdych;Hard;G;True;132.0;14.0;Fernando Gonzalez
22336;0.0;2.0;24.0301163587;2009-6003;2.0;196.0;Tomas Berdych;Hard;A;True;64.0;10.0;Robin Soderling
22346;1.0;5.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;59.0;7.0;Fernando Verdasco
22347;1.0;5.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;59.0;7.0;Fernando Verdasco
22348;1.0;5.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;59.0;7.0;Fernando Verdasco
22353;1.0;7.0;24.509240246399997;2010-403;2.0;196.0;Tomas Berdych;Hard;M;True;69.0;10.0;Robin Soderling
22384;0.0;6.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;132.0;3.0;Rafael Nadal
22385;0.0;6.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;132.0;3.0;Rafael Nadal
22386;0.0;6.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;132.0;3.0;Rafael Nadal
22387;0.0;6.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;132.0;3.0;Rafael Nadal
22388;0.0;6.0;24.4709103354;2010-404;2.0;196.0;Tomas Berdych;Hard;M;True;132.0;3.0;Rafael Nadal
22389;0.0;2.0;24.5667351129;2010-410;3.0;196.0;Tomas Berdych;Clay;M;True;153.0;7.0;Fernando Verdasco
22390;0.0;2.0;24.5667351129;2010-410;3.0;196.0;Tomas Berdych;Clay;M;True;153.0;7.0;Fernando Verdasco
22393;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22394;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22395;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22396;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22397;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22398;0.0;13.0;24.758384668;2010-540;3.0;196.0;Tomas Berdych;Grass;G;True;133.0;3.0;Rafael Nadal
22406;0.0;10.0;25.1416837782;2010-352;3.0;196.0;Tomas Berdych;Hard;M;True;136.0;17.0;Nikolay Davydenko
22483;1.0;5.0;26.4065708419;2012-407;2.0;196.0;Tomas Berdych;Hard;A;True;68.0;19.0;Andreas Seppi
22484;1.0;5.0;26.4065708419;2012-407;2.0;196.0;Tomas Berdych;Hard;A;True;68.0;19.0;Andreas Seppi
22485;1.0;5.0;26.4065708419;2012-407;2.0;196.0;Tomas Berdych;Hard;A;True;68.0;19.0;Andreas Seppi
22486;1.0;5.0;26.4065708419;2012-407;2.0;196.0;Tomas Berdych;Hard;A;True;68.0;19.0;Andreas Seppi
22487;1.0;5.0;26.4065708419;2012-407;2.0;196.0;Tomas Berdych;Hard;A;True;68.0;19.0;Andreas Seppi
22551;1.0;8.0;27.4223134839;2013-496;3.0;196.0;Tomas Berdych;Hard;A;True;132.0;12.0;Ernests Gulbis
22552;1.0;8.0;27.4223134839;2013-496;3.0;196.0;Tomas Berdych;Hard;A;True;132.0;12.0;Ernests Gulbis
22567;1.0;9.0;27.5947980835;2013-425;3.0;196.0;Tomas Berdych;Clay;A;True;150.0;17.0;Nikolay Davydenko
22576;1.0;6.0;27.7672826831;2013-540;3.0;196.0;Tomas Berdych;Grass;G;True;110.0;19.0;Martin Klizan
22643;1.0;19.0;28.7255304586;2014-311;3.0;196.0;Tomas Berdych;Grass;A;True;127.0;14.0;James Duckworth
22645;1.0;22.0;28.7638603696;2014-540;4.0;196.0;Tomas Berdych;Grass;G;True;176.0;1.0;Victor Hanescu
22646;1.0;22.0;28.7638603696;2014-540;4.0;196.0;Tomas Berdych;Grass;G;True;176.0;1.0;Victor Hanescu
22647;1.0;22.0;28.7638603696;2014-540;4.0;196.0;Tomas Berdych;Grass;G;True;176.0;1.0;Victor Hanescu
22675;0.0;0.0;28.629705681;2014-1536;2.0;196.0;Tomas Berdych;Clay;M;True;88.0;3.0;Rafael Nadal
22676;0.0;0.0;28.629705681;2014-1536;2.0;196.0;Tomas Berdych;Clay;M;True;88.0;3.0;Rafael Nadal
22677;0.0;0.0;28.629705681;2014-1536;2.0;196.0;Tomas Berdych;Clay;M;True;88.0;3.0;Rafael Nadal
22678;0.0;0.0;28.629705681;2014-1536;2.0;196.0;Tomas Berdych;Clay;M;True;88.0;3.0;Rafael Nadal
22679;0.0;0.0;28.629705681;2014-1536;2.0;196.0;Tomas Berdych;Clay;M;True;88.0;3.0;Rafael Nadal
22700;1.0;11.0;29.3388090349;2015-580;3.0;196.0;Tomas Berdych;Hard;G;True;133.0;3.0;Rafael Nadal
22702;1.0;10.0;29.3963039014;2015-407;3.0;196.0;Tomas Berdych;Hard;A;True;88.0;19.0;Andreas Seppi
22732;0.0;8.0;29.626283367600003;2015-1536;2.0;196.0;Tomas Berdych;Clay;M;True;104.0;3.0;Rafael Nadal
22867;1.0;3.0;33.28678987;2019-0451;3.0;196.0;Tomas Berdych;Hard;A;False;133.0;16.0;Fernando Verdasco
22868;1.0;3.0;33.28678987;2019-0451;3.0;196.0;Tomas Berdych;Hard;A;False;133.0;16.0;Fernando Verdasco
22869;1.0;3.0;33.28678987;2019-0451;3.0;196.0;Tomas Berdych;Hard;A;False;133.0;16.0;Fernando Verdasco
22870;1.0;3.0;33.28678987;2019-0451;3.0;196.0;Tomas Berdych;Hard;A;False;133.0;16.0;Fernando Verdasco
22871;1.0;3.0;33.28678987;2019-0451;3.0;196.0;Tomas Berdych;Hard;A;False;133.0;16.0;Fernando Verdasco
22924;0.0;6.0;22.266940451700002;2004-325;3.0;193.0;Kristof Vliegen;Clay;A;False;110.0;7.0;Andreas Seppi
22942;0.0;6.0;22.9568788501;2005-311;3.0;193.0;Kristof Vliegen;Grass;A;False;109.0;11.0;Chris Guccione
22943;0.0;1.0;23.0718685832;2005-317;2.0;193.0;Kristof Vliegen;Clay;A;False;49.0;5.0;Fernando Gonzalez
22944;0.0;1.0;23.0718685832;2005-317;2.0;193.0;Kristof Vliegen;Clay;A;False;49.0;5.0;Fernando Gonzalez
22945;0.0;1.0;23.0718685832;2005-317;2.0;193.0;Kristof Vliegen;Clay;A;False;49.0;5.0;Fernando Gonzalez
22955;1.0;7.0;23.8576317591;2006-308;3.0;193.0;Kristof Vliegen;Clay;A;False;107.0;10.0;Robin Soderling
22956;1.0;7.0;23.8576317591;2006-308;3.0;193.0;Kristof Vliegen;Clay;A;False;107.0;10.0;Robin Soderling
22979;1.0;10.0;23.570157426399998;2006-580;4.0;193.0;Kristof Vliegen;Hard;G;False;193.0;7.0;Fernando Verdasco
22986;0.0;8.0;23.550992470900002;2006-338;3.0;193.0;Kristof Vliegen;Hard;A;False;122.0;7.0;Andreas Seppi
22987;0.0;8.0;23.550992470900002;2006-338;3.0;193.0;Kristof Vliegen;Hard;A;False;122.0;7.0;Andreas Seppi
23014;1.0;8.0;24.930869267600002;2007-520;3.0;193.0;Kristof Vliegen;Clay;G;False;97.0;6.0;Danai Udomchoke
23015;1.0;8.0;24.930869267600002;2007-520;3.0;193.0;Kristof Vliegen;Clay;G;False;97.0;6.0;Danai Udomchoke
23023;0.0;0.0;24.7392197125;2007-403;2.0;193.0;Kristof Vliegen;Hard;M;False;62.0;3.0;Paul Henri Mathieu
23051;0.0;9.0;25.6783025325;2008-402;2.0;193.0;Kristof Vliegen;Hard;A;False;97.0;17.0;Benjamin Becker
23052;0.0;9.0;25.6783025325;2008-402;2.0;193.0;Kristof Vliegen;Hard;A;False;97.0;17.0;Benjamin Becker
23086;0.0;6.0;27.920602327199997;2010-520;3.0;193.0;Kristof Vliegen;Clay;G;False;111.0;17.0;Steve Darcis
23087;0.0;6.0;27.920602327199997;2010-520;3.0;193.0;Kristof Vliegen;Clay;G;False;111.0;17.0;Steve Darcis
23088;0.0;6.0;27.920602327199997;2010-520;3.0;193.0;Kristof Vliegen;Clay;G;False;111.0;17.0;Steve Darcis
23243;1.0;4.0;20.714579055399998;2001-605;2.0;180.0;Lleyton Hewitt;Hard;F;False;90.0;5.0;Juan Carlos Ferrero
23257;0.0;2.0;20.2546201232;2001-520;3.0;180.0;Lleyton Hewitt;Clay;G;True;129.0;5.0;Juan Carlos Ferrero
23258;0.0;2.0;20.2546201232;2001-520;3.0;180.0;Lleyton Hewitt;Clay;G;True;129.0;5.0;Juan Carlos Ferrero
23321;1.0;12.0;21.711156741999996;2002-605;5.0;180.0;Lleyton Hewitt;Hard;F;False;231.0;5.0;Juan Carlos Ferrero
23322;1.0;12.0;21.711156741999996;2002-605;5.0;180.0;Lleyton Hewitt;Hard;F;False;231.0;5.0;Juan Carlos Ferrero
23358;1.0;3.0;22.496919917899998;2003-560;3.0;180.0;Lleyton Hewitt;Hard;G;True;90.0;4.0;Victor Hanescu
23369;0.0;0.0;22.2094455852;2003-414;3.0;180.0;Lleyton Hewitt;Clay;M;True;96.0;5.0;Fernando Gonzalez
23370;0.0;0.0;22.2094455852;2003-414;3.0;180.0;Lleyton Hewitt;Clay;M;True;96.0;5.0;Fernando Gonzalez
23393;1.0;7.0;22.9760438056;2004-407;2.0;180.0;Lleyton Hewitt;Hard;A;True;55.0;5.0;Fernando Gonzalez
23394;1.0;7.0;22.9760438056;2004-407;2.0;180.0;Lleyton Hewitt;Hard;A;True;55.0;5.0;Fernando Gonzalez
23395;1.0;7.0;22.9760438056;2004-407;2.0;180.0;Lleyton Hewitt;Hard;A;True;55.0;5.0;Fernando Gonzalez
23438;1.0;9.0;22.8993839836;2004-580;3.0;180.0;Lleyton Hewitt;Hard;G;True;149.0;5.0;Rafael Nadal
23439;1.0;9.0;22.8993839836;2004-580;3.0;180.0;Lleyton Hewitt;Hard;G;True;149.0;5.0;Rafael Nadal
23440;1.0;9.0;22.8993839836;2004-580;3.0;180.0;Lleyton Hewitt;Hard;G;True;149.0;5.0;Rafael Nadal
23441;1.0;9.0;22.8993839836;2004-580;3.0;180.0;Lleyton Hewitt;Hard;G;True;149.0;5.0;Rafael Nadal
23442;1.0;9.0;22.8993839836;2004-580;3.0;180.0;Lleyton Hewitt;Hard;G;True;149.0;5.0;Rafael Nadal
23464;0.0;4.0;23.225188227199997;2004-615;2.0;180.0;Lleyton Hewitt;Clay;A;False;88.0;5.0;Fernando Gonzalez
23465;0.0;4.0;23.225188227199997;2004-615;2.0;180.0;Lleyton Hewitt;Clay;A;False;88.0;5.0;Fernando Gonzalez
23475;1.0;7.0;23.8576317591;2005-339;2.0;180.0;Lleyton Hewitt;Hard;A;True;61.0;14.0;Agustin Calleri
23476;1.0;7.0;23.8576317591;2005-339;2.0;180.0;Lleyton Hewitt;Hard;A;True;61.0;14.0;Agustin Calleri
23477;1.0;7.0;23.8576317591;2005-339;2.0;180.0;Lleyton Hewitt;Hard;A;True;61.0;14.0;Agustin Calleri
23478;1.0;7.0;23.8576317591;2005-339;2.0;180.0;Lleyton Hewitt;Hard;A;True;61.0;14.0;Agustin Calleri
23479;1.0;7.0;23.8576317591;2005-339;2.0;180.0;Lleyton Hewitt;Hard;A;True;61.0;14.0;Agustin Calleri
23501;1.0;18.0;23.895961670100004;2005-580;5.0;180.0;Lleyton Hewitt;Hard;G;True;233.0;5.0;Rafael Nadal
23502;1.0;18.0;23.895961670100004;2005-580;5.0;180.0;Lleyton Hewitt;Hard;G;True;233.0;5.0;Rafael Nadal
23503;1.0;18.0;23.895961670100004;2005-580;5.0;180.0;Lleyton Hewitt;Hard;G;True;233.0;5.0;Rafael Nadal
23504;1.0;18.0;23.895961670100004;2005-580;5.0;180.0;Lleyton Hewitt;Hard;G;True;233.0;5.0;Rafael Nadal
23505;1.0;18.0;23.895961670100004;2005-580;5.0;180.0;Lleyton Hewitt;Hard;G;True;233.0;5.0;Rafael Nadal
23516;1.0;7.0;25.2950034223;2006-311;3.0;180.0;Lleyton Hewitt;Grass;A;True;115.0;17.0;Fernando Vicente
23549;0.0;5.0;24.8733744011;2006-338;3.0;180.0;Lleyton Hewitt;Hard;A;True;137.0;7.0;Andreas Seppi
23550;0.0;5.0;24.8733744011;2006-338;3.0;180.0;Lleyton Hewitt;Hard;A;True;137.0;7.0;Andreas Seppi
23553;0.0;5.0;25.0266940452;2006-404;2.0;180.0;Lleyton Hewitt;Hard;M;True;98.0;4.0;Tomas Berdych
23554;0.0;5.0;25.0266940452;2006-404;2.0;180.0;Lleyton Hewitt;Hard;M;True;98.0;4.0;Tomas Berdych
23564;1.0;4.0;26.234086242300002;2007-306;2.0;180.0;Lleyton Hewitt;Clay;A;True;90.0;19.0;Potito Starace
23573;1.0;3.0;26.2149212868;2007-414;3.0;180.0;Lleyton Hewitt;Clay;M;True;140.0;17.0;Nikolay Davydenko
23574;1.0;3.0;26.2149212868;2007-414;3.0;180.0;Lleyton Hewitt;Clay;M;True;140.0;17.0;Nikolay Davydenko
23576;1.0;6.0;26.4449007529;2007-421;2.0;180.0;Lleyton Hewitt;Hard;M;False;108.0;3.0;Juan Carlos Ferrero
23610;0.0;10.0;26.5023956194;2007-560;4.0;180.0;Lleyton Hewitt;Hard;G;True;161.0;14.0;Agustin Calleri
23611;0.0;10.0;26.5023956194;2007-560;4.0;180.0;Lleyton Hewitt;Hard;G;True;161.0;14.0;Agustin Calleri
23615;1.0;11.0;27.288158795300003;2008-311;2.0;180.0;Lleyton Hewitt;Grass;A;True;80.0;3.0;Paul Henri Mathieu
23616;1.0;11.0;27.288158795300003;2008-311;2.0;180.0;Lleyton Hewitt;Grass;A;True;80.0;3.0;Paul Henri Mathieu
23637;0.0;7.0;26.981519507199998;2008-407;3.0;180.0;Lleyton Hewitt;Hard;A;False;173.0;19.0;Andreas Seppi
23638;0.0;7.0;26.981519507199998;2008-407;3.0;180.0;Lleyton Hewitt;Hard;A;False;173.0;19.0;Andreas Seppi
23683;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23684;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23685;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23686;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23687;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23688;0.0;3.0;28.0355920602;2009-404;3.0;180.0;Lleyton Hewitt;Hard;M;False;121.0;14.0;Fernando Gonzalez
23699;0.0;9.0;27.901437371700002;2009-580;5.0;180.0;Lleyton Hewitt;Hard;G;False;184.0;14.0;Fernando Gonzalez
23700;0.0;9.0;27.901437371700002;2009-580;5.0;180.0;Lleyton Hewitt;Hard;G;False;184.0;14.0;Fernando Gonzalez
23702;1.0;3.0;28.8788501027;2010-338;2.0;180.0;Lleyton Hewitt;Hard;A;True;56.0;19.0;Andreas Seppi
23703;1.0;3.0;28.8788501027;2010-338;2.0;180.0;Lleyton Hewitt;Hard;A;True;56.0;19.0;Andreas Seppi
23704;1.0;3.0;28.8788501027;2010-338;2.0;180.0;Lleyton Hewitt;Hard;A;True;56.0;19.0;Andreas Seppi
23717;1.0;13.0;29.2813141684;2010-500;3.0;180.0;Lleyton Hewitt;Grass;A;True;144.0;0.0;Benjamin Becker
23718;1.0;13.0;29.2813141684;2010-500;3.0;180.0;Lleyton Hewitt;Grass;A;True;144.0;0.0;Benjamin Becker
23719;1.0;13.0;29.2813141684;2010-500;3.0;180.0;Lleyton Hewitt;Grass;A;True;144.0;0.0;Benjamin Becker
23720;1.0;13.0;29.2813141684;2010-500;3.0;180.0;Lleyton Hewitt;Grass;A;True;144.0;0.0;Benjamin Becker
